,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1374,4778,现,在,结,束,这,一,切,不,是,更,好,吗,,,,
1375,4782,你,有,计,划,了,,,,,,,,,,,
1376,4786,我,确,实,有,,,,,,,,,,,,
1377,4790,会,成,功,吗,,,,,,,,,,,,
1378,4794,我,不,确,定,,,,,,,,,,,,
1379,4798,把,手,机,给,我,,,,,,,,,,,
1380,4802,行,了,我,们,到,了,,,,,,,,,,
1381,4806,这,就,是,牌,照,的,地,址,,,,,,,,
1382,4810,那,栋,吗,,,,,,,,,,,,,
1383,4814,对,,,,,,,,,,,,,,,
1384,4815,他,不,可,能,住,在,这,里,面,,,,,,,
1385,4819,也,许,牌,照,是,偷,来,的,,,,,,,,
1386,4823,不,牌,照,能,查,到,是,一,辆,黑,色,的,育,空,车,
1387,4827,绕,到,后,面,去,,,,,,,,,,,
1388,4831,我,想,要,靠,近,点,看,,,,,,,,,
1389,4835,那,不,是,他,是,他,的,司,机,,,,,,,
1390,4839,走,他,出,发,了,,,,,,,,,,,
1391,4843,在,那,儿,跟,着,他,,,,,,,,,,
1392,4847,他,要,停,车,了,,,,,,,,,,,
1393,4851,先,生,你,的,车,到,楼,下,了,,,,,,,
1394,4855,小,心,点,,,,,,,,,,,,,
1395,4859,嗨,,,,,,,,,,,,,,,
1396,4863,我,约,了,盖,伦,与,赫,尔,希,公,司,的,奈,洛,先,生
1397,4867,在,三,楼,吧,我,记,得,,,,,,,,,
1398,4871,我,其,实,有,点,来,早,了,,,,,,,,
1399,4875,在,我,等,的,时,候,,,,,,,,,,
1400,4876,有,洗,手,间,可,以,用,一,下,吗,,,,,,
1401,4880,当,然,走,过,那,个,转,角,在,你,的,左,手,边,,
1402,4884,谢,谢,,,,,,,,,,,,,,
1403,4888,高,管,停,车,场,,,,,,,,,,,
1404,4892,地,下,二,层,,,,,,,,,,,,
1405,4896,嗨,你,能,帮,我,一,下,吗,,,,,,,,
1406,4900,我,觉,得,我,来,错,楼,层,了,却,找,不,到,出,口,
1407,4901,这,是,地,下,一,层,吗,,,,,,,,,
1408,4905,这,是,地,下,二,层,出,口,就,在,拐,角,旁,边,,
1409,4909,我,不,能,坐,那,边,的,电,梯,吗,,,,,,
1410,4910,那,是,私,人,电,,,,,,,,,,,
1411,4914,杰,克,逊,去,哪,儿,了,,,,,,,,,
1412,4918,又,见,面,了,,,,,,,,,,,,
1413,4922,先,生,喂,,,,,,,,,,,,,
1414,4926,他,在,里,面,吗,,,,,,,,,,,
1415,4930,躺,在,他,自,己,的,尿,里,,,,,,,,
1416,4934,你,想,甩,掉,他,吗,,,,,,,,,,
1417,4938,带,路,吧,,,,,,,,,,,,,
1418,4942,你,觉,得,他,有,多,重,公,斤,,,,,,,
1419,4946,公,斤,差,不,多,,,,,,,,,,,
1420,4950,好,好,睡,吧,混,蛋,,,,,,,,,,
1421,4954,你,醒,了,,,,,,,,,,,,,
1422,4958,你,感,觉,怎,么,样,,,,,,,,,,
1423,4962,不,要,开,口,说,话,,,,,,,,,,
1424,4966,你,喉,咙,里,有,一,根,管,子,,,,,,,
1425,4970,看,到,了,吗,,,,,,,,,,,,
1426,4974,你,是,个,无,名,氏,黑,户,,,,,,,,
1427,4978,你,差,点,死,于,过,量,服,药,,,,,,,
1428,4979,你,很,幸,运,他,们,及,时,救,了,你,,,,,
1429,4983,你,想,听,一,个,有,趣,的,事,实,吗,,,,,
1430,4987,当,一,位,失,去,自,理,能,力,的,无,名,氏,被,发,现
1431,4991,政,府,会,自,动,地,替,他,们,,,,,,,
1432,4992,委,派,一,位,法,定,监,护,人,,,,,,,
1433,4996,来,监,督,他,们,的,治,疗,与,身,心,健,康,,,
1434,5000,你,知,道,现,在,是,怎,么,回,事,了,吧,,,,
1435,5004,我,现,在,是,你,的,法,定,监,护,人,,,,,
1436,5008,我,逮,到,你,了,无,名,氏,,,,,,,,
1437,5012,我,想,对,你,做,什,么,就,做,什,么,,,,,
1438,5016,现,在,我,们,找,个,护,士,,,,,,,,
1439,5017,把,管,子,从,喉,咙,里,拔,出,来,,,,,,
1440,5021,好,让,你,筹,备,一,千,万,美,元,赎,金,,,,
1441,5025,打,进,我,的,账,户,,,,,,,,,,
1442,5029,呼,叫,护,士,,,,,,,,,,,,
1443,5033,叮,咚,,,,,,,,,,,,,,
1444,5037,喉,咙,怎,么,样,了,,,,,,,,,,
1445,5041,还,是,很,疼,,,,,,,,,,,,
1446,5045,我,知,道,你,不,喜,欢,失,败,,,,,,,
1447,5049,但,作,为,你,的,监,护,人,我,建,议,你,,,,
1448,5050,放,下,自,尊,然,后,给,我,钱,,,,,,,
1449,5054,你,可,以,领,走,你,妈,妈,,,,,,,,
1450,5058,你,的,钻,石,,,,,,,,,,,,
1451,5062,你,的,自,由,,,,,,,,,,,,
1452,5066,你,再,也,不,会,见,到,我,了,,,,,,,
1453,5070,就,算,我,给,你,钱,了,,,,,,,,,
1454,5074,你,不,怕,我,还,是,会,杀,了,你,吗,,,,,
1455,5078,我,不,怕,不,会,,,,,,,,,,,
1456,5082,我,很,轻,易,就,能,做,到,,,,,,,,
1457,5086,我,知,道,,,,,,,,,,,,,
1458,5090,但,是,这,事,再,拖,下,去,,,,,,,,
1459,5091,我,也,可,以,很,轻,易,就,杀,了,你,,,,,
1460,5095,好,吧,,,,,,,,,,,,,,
1461,5099,同,意,了,,,,,,,,,,,,,
1462,5100,我,们,现,在,就,了,结,吧,,,,,,,,
1463,5104,我,会,给,你,一,千,万,美,元,,,,,,,
1464,5108,我,可,以,筹,备,,,,,,,,,,,
1465,5112,但,是,,,,,,,,,,,,,,
1466,5116,但,是,,,,,,,,,,,,,,
1467,5120,我,想,提,出,一,个,替,代,方,案,,,,,,
1468,5124,与,其,给,你,一,千,万,美,元,,,,,,,
1469,5128,不,如,我,们,一,起,合,作,,,,,,,,
1470,5132,一,起,做,生,意,,,,,,,,,,,
1471,5136,你,在,耍,我,吗,,,,,,,,,,,
1472,5137,不,我,认,真,的,,,,,,,,,,,
1473,5141,我,的,意,思,是,,,,,,,,,,,
1474,5145,我,是,恨,你,,,,,,,,,,,,
1475,5149,但,是,,,,,,,,,,,,,,
1476,5153,我,们,可,以,一,起,赚,大,钱,,,,,,,
1477,5157,你,是,个,难,得,的,人,才,玛,拉,,,,,,
1478,5161,你,的,决,心,,,,,,,,,,,,
1479,5165,坦,白,说,很,吓,人,,,,,,,,,,
1480,5166,但,是,这,套,监,护,人,诈,骗,体,系,很,成,熟,,
1481,5170,但,现,在,还,是,盘,小,菜,,,,,,,,
1482,5174,我,提,议,我,们,一,起,干,点,大,事,,,,,
1483,5178,一,个,全,国,范,围,的,监,护,人,企,业,,,,
1484,5182,你,来,当,首,席,执,行,官,和,合,伙,人,,,,
1485,5186,利,用,我,的,资,金,利,用,你,的,,,,,,
1486,5190,技,巧,,,,,,,,,,,,,,
1487,5194,毁,掉,竞,争,对,手,,,,,,,,,,
1488,5198,控,制,整,个,市,场,,,,,,,,,,
1489,5202,你,想,跟,我,一,起,开,家,公,司,,,,,,
1490,5203,不,只,一,家,公,司,,,,,,,,,,
1491,5207,一,家,拥,有,个,海,外,注,册,分,公,司,的,,,
1492,5208,联,合,集,团,,,,,,,,,,,,
1493,5212,互,相,开,具,发,票,掩,盖,利,润,,,,,,
1494,5216,有,一,个,真,正,的,房,地,产,团,队,,,,,
1495,5217,一,个,法,律,团,队,一,个,培,训,团,队,,,,
1496,5221,一,个,医,疗,团,队,一,个,制,药,团,队,,,,
1497,5225,我,们,自,己,的,疗,养,院,产,业,链,,,,,
1498,5226,没,错,,,,,,,,,,,,,,
1499,5230,有,几,千,个,监,护,人,为,我,们,工,作,,,,
1500,5234,有,成,千,上,万,的,被,监,护,人,受,我,们,照,顾,
1501,5238,这,样,你,就,赢,了,,,,,,,,,,
1502,5242,我,也,赢,了,,,,,,,,,,,,
1503,5246,我,们,让,对,方,成,为,亿,万,富,翁,,,,,
1504,5250,大,多,数,时,候,,,,,,,,,,,
1505,5254,都,合,法,,,,,,,,,,,,,
1506,5258,那,钻,石,怎,么,办,,,,,,,,,,
1507,5262,去,他,妈,的,钻,石,,,,,,,,,,
1508,5266,平,分,了,五,五,开,,,,,,,,,,
1509,5270,我,们,要,怎,么,互,相,信,任,呢,,,,,,
1510,5274,如,果,我,们,让,彼,此,有,钱,了,,,,,,
1511,5278,信,任,也,就,随,之,而,至,,,,,,,,
1512,5282,所,以,你,加,入,吗,,,,,,,,,,
1513,5286,所,有,的,财,富,都,是,从,大,胆,地,尝,试,开,始,
1514,5290,但,在,尝,试,之,前,,,,,,,,,,
1515,5294,首,先,,,,,,,,,,,,,,
1516,5298,花,点,时,间,好,好,审,视,一,下,自,己,,,,
1517,5302,清,楚,自,己,是,谁,,,,,,,,,,
1518,5306,问,问,自,己,,,,,,,,,,,,
1519,5310,我,是,局,内,人,,,,,,,,,,,
1520,5314,还,是,局,外,人,,,,,,,,,,,
1521,5318,葛,蕾,森,监,护,,,,,,,,,,,
1522,5322,良,好,记,录,证,明,,,,,,,,,,
1523,5326,我,是,只,绵,羊,吗,,,,,,,,,,
1524,5330,葛,蕾,森,,,,,,,,,,,,,
1525,5334,还,是,狮,子,,,,,,,,,,,,
1526,5338,我,是,捕,食,者,吗,,,,,,,,,,
1527,5342,未,来,监,护,人,培,训,学,院,,,,,,,
1528,5346,还,是,猎,物,,,,,,,,,,,,
1529,5350,我,擅,长,赚,钱,,,,,,,,,,,
1530,5354,还,是,擅,长,交,际,,,,,,,,,,
1531,5358,为,了,实,现,梦,想,,,,,,,,,,
1532,5362,我,又,愿,意,牺,牲,什,么,,,,,,,,
1533,5366,玛,拉,葛,蕾,森,总,裁,及,创,始,人,,,,,
1534,5370,哪,条,底,线,是,我,会,坚,守,的,,,,,,
1535,5374,不,要,尝,试,成,为,别,人,,,,,,,,
1536,5378,你,只,要,清,楚,自,己,是,什,么,样,的,人,,,
1537,5379,然,后,把,这,一,点,变,成,自,己,的,优,势,,,
1538,5383,那,么,你,是,哪,种,人,呢,,,,,,,,
1539,5387,我,吗,,,,,,,,,,,,,,
1540,5391,我,只,是,在,乎,很,多,的,人,,,,,,,
1541,5395,所,以,你,是,只,狮,子,还,是,绵,羊,,,,,
1542,5399,我,是,一,头,母,狮,,,,,,,,,,
1543,5403,我,会,做,我,能,做,的,一,切,,,,,,,
1544,5407,来,保,护,我,在,乎,的,人,,,,,,,,
1545,5411,好,啊,,,,,,,,,,,,,,
1546,5415,你,在,如,此,短,的,时,间,里,,,,,,,
1547,5416,取,得,了,惊,人,的,成,功,,,,,,,,
1548,5420,玛,拉,你,的,秘,诀,是,什,么,,,,,,,
1549,5424,没,有,什,么,秘,诀,皮,特,,,,,,,,
1550,5428,想,要,成,功,只,有,努,力,工,作,,,,,,
1551,5432,和,永,不,言,弃,的,勇,气,和,决,心,,,,,
1552,5436,所,以,你,现,在,是,有,钱,人,了,,,,,,
1553,5440,你,的,身,价,是,多,少,,,,,,,,,
1554,5441,你,在,银,行,里,有,多,少,存,款,,,,,,
1555,5445,你,太,棒,了,,,,,,,,,,,,
1556,5449,我,假,笑,了,那,么,久,脸,都,疼,了,,,,,
1557,5453,我,最,近,没,怎,么,算,过,,,,,,,,
1558,5457,但,你,绝,对,是,人,群,,,,,,,,,
1559,5458,富,豪,中,的,顶,级,富,豪,,,,,,,,
1560,5462,我,们,现,在,该,做,什,么,呢,,,,,,,
1561,5466,想,做,什,么,都,行,,,,,,,,,,
1562,5467,喂,贱,人,,,,,,,,,,,,,
1563,5471,你,才,只,有,三,十,九,岁,那,一,定,感,觉,很,好,
1564,5475,喂,贱,人,,,,,,,,,,,,,
1565,5479,听,着,我,没,时,间,,,,,,,,,,
1566,5480,玛,拉,,,,,,,,,,,,,,
1567,5484,不,保,安,,,,,,,,,,,,,
1568,5485,我,的,天,,,,,,,,,,,,,
1569,5489,我,妈,妈,去,世,了,,,,,,,,,,
1570,5493,救,命,来,人,啊,,,,,,,,,,,
1571,5497,你,从,来,不,让,我,见,她,现,在,,,,,,
1572,5498,她,孤,独,地,死,在,那,儿,了,你,个,臭,婊,子,,
1573,5502,我,们,需,要,帮,助,,,,,,,,,,
1574,5503,夺,下,武,器,,,,,,,,,,,,
1575,5507,该,死,的,贱,人,,,,,,,,,,,
1576,5511,来,人,救,救,她,,,,,,,,,,,
1577,5515,玛,拉,宝,贝,你,会,没,事,的,,,,,,,
1578,5519,不,看,着,我,宝,贝,,,,,,,,,,
1579,5523,看,着,我,,,,,,,,,,,,,
1580,5527,听,我,说,你,不,会,有,事,的,你,会,玛,拉,,,
1581,5531,救,命,,,,,,,,,,,,,,
1582,5535,玛,拉,,,,,,,,,,,,,,
1583,5539,不,要,玛,拉,,,,,,,,,,,,
1584,5543,不,要,,,,,,,,,,,,,,
1585,5547,救,命,啊,,,,,,,,,,,,,
1586,5551,所,以,在,有,这,么,多,成,就,之,后,,,,,
1587,5555,救,命,,,,,,,,,,,,,,
1588,5559,你,还,怀,有,野,心,吗,,,,,,,,,
1589,5563,你,还,有,梦,想,要,去,实,现,吗,,,,,,
1590,5567,皮,特,我,才,刚,开,始,而,已,,,,,,,
1591,5571,玛,拉,葛,蕾,森,葛,蕾,森,监,护,的,,,,,
1592,5575,首,席,执,行,官,和,创,始,人,谢,谢,你,,,,
1593,5579,谢,谢,今,天,的,采,访,很,有,趣,,,,,,
1594,5583,字,幕,翻,译,王,成,成,,,,,,,,,
